Name,index,Standard Deviation,Absolute Difference,Skewness,Kurtosis,Standard Deviation Rank,Absolute Difference Rank,Skewness Rank,Kurtosis Rank,Total Rank
reset_rate,reset_rate,0.08044017051155174,0.0033249874194504203,3.052145826003498,20.734234031809155,3.0,1.0,2.0,6.0,12.0
setpoint,setpoint,0.13636168407259516,0.006847403610430153,0.9475285200940621,2.8403945899113667,5.0,2.0,5.0,5.0,17.0
cycle_time,cycle_time,0.07837195049165785,0.027098740559702433,2.5783775138036527,22.618043214337575,2.0,6.0,3.0,7.0,18.0
rate,rate,0.08796502754146003,0.01254756384926986,7.81456592071231,64.22688206768981,4.0,5.0,1.0,9.0,19.0
deadband,deadband,0.17270011483801426,0.008642073555555296,0.16704883521138766,-0.951897654780173,6.0,4.0,7.0,3.0,20.0
gain,gain,0.07238152549973852,0.008514532177925638,-4.864123319417581,26.819792898331137,1.0,3.0,9.0,8.0,21.0
system_mode,system_mode,0.39737125179223065,0.24555382215288613,1.1697231696420356,-0.3997745021285666,7.0,7.0,4.0,4.0,22.0
pump,pump,0.4657896221917373,0.31822152886115446,0.7805235686829479,-1.3907829587304361,8.0,8.0,6.0,2.0,24.0
control_scheme,control_scheme,0.47453788560133586,0.34246489859594387,-0.6639568094411124,-1.5591613551967778,9.0,9.0,8.0,1.0,27.0
